,label,thresh,coordinates
8175,0,0,"[85, 28, -57, -57, -11, 0, -5]"
8176,0,0,"[87, 35, -39, -69, -7, -1, -3]"
8177,0,0,"[95, 41, -43, -74, -1, 0, -1]"
8178,0,0,"[92, 40, -45, -69, 0, 0, 0]"
8179,0,0,"[91, 35, -49, -68, 0, 2, 0]"
8180,0,0,"[93, 34, -53, -68, 0, 0, 0]"
8181,0,0,"[96, 37, -56, -68, 0, -1, -1]"
8182,0,0,"[88, 38, -49, -62, 0, -1, -2]"
8183,0,0,"[90, 32, -48, -69, 0, 0, 0]"
8184,0,0,"[93, 31, -53, -70, 0, 1, 0]"
8185,0,0,"[92, 31, -54, -68, 0, 1, 0]"
8186,0,0,"[90, 31, -52, -66, 0, 1, 0]"
8187,0,0,"[91, 32, -48, -70, 1, 0, 0]"
8188,0,0,"[95, 32, -48, -76, 2, 0, 0]"
8189,0,0,"[95, 31, -56, -70, 0, 0, 0]"
8190,0,0,"[91, 31, -55, -66, 0, 0, 0]"
8191,0,0,"[88, 32, -52, -63, 0, 0, 0]"
8192,0,0,"[92, 32, -52, -69, 0, 0, 0]"
8193,0,0,"[100, 29, -56, -78, 0, 0, 0]"
8194,0,0,"[90, 33, -51, -67, 0, 0, 0]"
8195,0,0,"[93, 32, -52, -70, 0, 0, 0]"
8196,0,0,"[91, 31, -53, -67, 0, 0, 0]"
8197,0,0,"[90, 32, -51, -67, 0, 0, 0]"
8198,0,0,"[90, 36, -48, -67, 1, 0, 0]"
8199,0,0,"[92, 33, -54, -67, 1, 0, 0]"
8200,0,0,"[94, 31, -57, -68, 1, 0, 0]"
8201,0,0,"[91, 31, -54, -66, 0, 0, 0]"
8202,0,0,"[92, 29, -59, -64, 0, 0, 0]"
8203,0,0,"[95, 30, -59, -68, 0, 0, -1]"
8204,0,0,"[92, 31, -51, -70, 1, 0, -1]"
8205,0,0,"[96, 30, -53, -74, 1, 2, 0]"
8206,0,0,"[92, 31, -49, -72, 2, 4, 0]"
8207,0,0,"[86, 34, -49, -62, 1, 3, 1]"
8208,0,0,"[83, 37, -46, -59, 1, 1, 3]"
8209,0,0,"[84, 35, -53, -55, 0, 0, 4]"
8210,0,0,"[94, 33, -65, -59, -1, 0, 4]"
8211,0,0,"[97, 31, -65, -65, -2, 0, 2]"
8212,0,0,"[99, 30, -67, -66, -1, 0, 0]"
8213,0,0,"[92, 32, -55, -66, -2, 0, -1]"
8214,0,0,"[88, 31, -53, -63, -2, 0, 0]"
8215,0,0,"[90, 32, -54, -65, -4, -1, 0]"
8216,0,0,"[85, 30, -54, -58, -4, 0, 0]"
8217,0,0,"[92, 31, -49, -72, -1, 0, 0]"
8218,0,0,"[87, 29, -53, -62, -1, -1, 1]"
8219,0,0,"[92, 30, -56, -66, 0, 0, 0]"
8220,0,0,"[93, 32, -55, -68, 0, 0, 0]"
8221,0,0,"[90, 30, -51, -68, 0, 0, 0]"
8222,0,0,"[91, 30, -53, -68, 0, 0, 0]"
8223,0,0,"[92, 30, -53, -69, 2, 0, 0]"
8224,0,0,"[95, 30, -57, -70, 2, 0, 0]"
8225,0,0,"[91, 32, -54, -66, 3, 0, 0]"
8226,0,0,"[91, 29, -57, -65, 2, 0, 0]"
8227,0,0,"[90, 32, -57, -62, 1, 0, 0]"
8228,0,0,"[93, 32, -62, -62, 0, -1, 0]"
8229,0,0,"[92, 28, -63, -61, -2, 0, 0]"
8230,0,0,"[94, 28, -59, -67, -3, 0, 0]"
8231,0,0,"[93, 29, -56, -69, -2, 0, -1]"
8232,0,0,"[91, 28, -55, -67, -2, 0, 0]"
8233,0,0,"[87, 32, -51, -63, -1, 0, 0]"
8234,0,0,"[98, 31, -57, -73, -1, 0, 0]"
8235,0,0,"[95, 27, -57, -71, 0, -2, -1]"
8236,0,0,"[91, 27, -56, -66, 1, 0, -2]"
8237,0,0,"[90, 30, -54, -65, 0, 0, -1]"
8238,0,0,"[89, 30, -56, -63, 0, -1, -1]"
8239,0,0,"[94, 31, -55, -69, -1, -1, 0]"
8240,0,0,"[91, 30, -53, -67, 0, 0, 0]"
8241,0,0,"[89, 29, -54, -65, 0, 0, 0]"
8242,0,0,"[91, 29, -55, -67, 0, 0, 0]"
8243,0,0,"[92, 31, -58, -65, 0, 0, 0]"
8244,0,0,"[93, 30, -58, -66, -1, 0, 0]"
8245,0,0,"[92, 29, -55, -68, -1, 0, 0]"
8246,0,0,"[88, 30, -53, -64, 0, 0, 0]"
8247,0,0,"[90, 29, -52, -68, 0, 0, 0]"
8248,0,0,"[91, 27, -54, -68, 0, 1, 0]"
8249,0,0,"[91, 29, -56, -66, 0, 0, 0]"
8250,0,0,"[91, 30, -54, -67, 0, 0, 0]"
8251,0,0,"[91, 29, -55, -66, 0, 0, 0]"
8252,0,0,"[91, 30, -54, -67, 0, 0, 0]"
8253,0,0,"[92, 29, -56, -67, 0, 0, 0]"
8254,0,0,"[90, 29, -53, -67, 0, 0, 0]"
8255,0,0,"[94, 28, -56, -70, 0, 0, 0]"
8256,0,0,"[90, 32, -51, -67, 0, 0, 0]"
8257,0,0,"[90, 27, -56, -65, 0, 0, 0]"
8258,0,0,"[91, 28, -55, -67, 0, 0, 0]"
8259,0,0,"[92, 28, -55, -68, 0, 0, 0]"
8260,0,0,"[95, 29, -54, -72, 0, 0, 0]"
8261,0,0,"[92, 28, -55, -68, 0, 0, 0]"
8262,0,0,"[90, 30, -50, -69, 2, 0, 0]"
8263,0,0,"[84, 31, -35, -70, 7, -1, 1]"
8264,0,0,"[97, 17, -70, -65, 7, 0, 0]"
8265,0,0,"[114, -45, -42, -96, -2, 15, 7]"
8266,0,0,"[133, 26, -94, -90, -11, -7, 4]"
8267,0,0,"[148, -8, -111, -97, -7, 3, -8]"
8268,0,0,"[145, 2, -114, -89, -10, 6, -16]"
8269,0,0,"[129, -1, -97, -85, -12, 10, -19]"
8270,0,0,"[105, 8, -67, -80, -7, 9, -19]"
8271,0,0,"[96, 7, -64, -71, 0, 7, -18]"
8272,0,0,"[85, 16, -61, -57, 4, 4, -16]"
8273,0,0,"[84, 9, -64, -54, 5, 1, -16]"
8274,0,0,"[71, 15, -52, -46, 6, 0, -18]"
8275,0,0,"[72, 27, -47, -48, 7, -2, -19]"
8276,0,0,"[71, 29, -38, -53, 5, -2, -19]"
8277,0,0,"[63, 34, -21, -49, 8, -3, -18]"
8278,0,0,"[64, 35, -24, -48, 12, -5, -15]"
8279,0,0,"[64, 41, -19, -45, 16, -4, -12]"
8280,0,0,"[63, 47, -19, -38, 18, -3, -12]"
8281,0,0,"[72, 54, -20, -44, 17, -6, -10]"
8282,0,0,"[67, 49, -25, -39, 16, -7, -7]"
8283,0,0,"[60, 41, -27, -35, 18, -5, -4]"
8284,0,0,"[73, 56, -30, -35, 19, -6, -4]"
8285,0,0,"[80, 55, -34, -47, 19, -11, -5]"
8286,0,0,"[77, 53, -25, -50, 17, -15, -3]"
8287,0,0,"[81, 45, -14, -66, 13, -17, 0]"
8288,0,0,"[92, 48, 1, -79, 11, -14, 2]"
8289,0,0,"[82, 45, 1, -68, 10, -11, 7]"
8290,0,0,"[89, 47, -28, -70, 8, -12, 13]"
8291,0,0,"[106, 44, -52, -81, 2, -16, 16]"
8292,0,0,"[113, 32, -46, -98, 0, -15, 13]"
8293,0,0,"[139, 31, -62, -120, -5, -10, 13]"
8294,2,0,"[142, 29, -60, -125, -11, -4, 13]"
8295,2,0,"[125, 32, -42, -113, -7, 1, 14]"
8296,2,0,"[117, 27, -57, -98, 0, 1, 18]"
8297,2,0,"[108, 24, -62, -85, -2, 4, 22]"
8298,2,0,"[98, 24, -62, -72, -10, 5, 24]"
8299,2,0,"[91, 22, -61, -64, -17, 3, 27]"
8300,2,0,"[91, 7, -57, -71, -21, 3, 29]"
8301,2,0,"[96, 0, -63, -72, -22, 4, 32]"
8302,2,0,"[128, 2, -90, -91, -24, 0, 27]"
8303,2,0,"[125, -22, -80, -94, -15, 0, 22]"
8304,2,0,"[122, -6, -91, -81, 2, -1, 14]"
8305,2,0,"[116, -22, -90, -70, 9, -1, 5]"
8306,2,0,"[96, -12, -75, -59, 6, 0, 4]"
8307,2,0,"[91, -14, -68, -59, 0, -1, 2]"
8308,2,0,"[88, -14, -60, -63, -6, -2, 0]"
8309,2,0,"[89, -14, -47, -74, -7, -1, 0]"
8310,2,0,"[91, -12, -34, -84, -3, 0, 0]"
8311,2,0,"[97, -11, -42, -87, 2, 1, 0]"
8312,2,0,"[91, -8, -47, -77, 3, 1, 0]"
8313,2,0,"[86, -9, -46, -72, 3, 1, 0]"
8314,2,0,"[86, -7, -48, -71, 3, 1, 0]"
8315,2,0,"[90, -9, -51, -74, 2, 1, 0]"
8316,2,0,"[93, -9, -53, -76, 1, 1, 0]"
8317,2,0,"[92, -8, -53, -75, 1, 0, 0]"
8318,2,0,"[88, -7, -50, -72, 1, 0, 0]"
8319,2,0,"[91, -8, -52, -74, 1, 0, 0]"
8320,2,0,"[93, -8, -54, -75, 1, 0, 0]"
8321,2,0,"[92, -6, -55, -73, 0, 0, 0]"
8322,2,0,"[92, -10, -53, -74, 2, 0, 0]"
8323,2,0,"[108, -14, -56, -91, 13, 0, -1]"
8324,2,0,"[145, -12, -96, -108, 29, 10, -9]"
8325,2,0,"[196, -2, -152, -123, 28, 23, -23]"
8326,2,0,"[195, 4, -164, -106, 7, 19, -27]"
8327,2,0,"[159, 20, -128, -92, 9, 17, -27]"
8328,2,0,"[156, 19, -125, -92, 19, 17, -30]"
8329,2,0,"[140, 19, -112, -82, 19, 20, -34]"
8330,2,0,"[106, 23, -92, -48, 15, 23, -37]"
8331,2,0,"[77, 32, -66, -24, 14, 22, -38]"
8332,2,0,"[52, 27, -42, -15, 16, 17, -34]"
8333,2,0,"[45, 32, -31, 1, 20, 14, -28]"
8334,2,0,"[38, 31, -21, 8, 25, 10, -25]"
8335,2,0,"[52, 36, -24, 28, 24, 5, -24]"
8336,2,0,"[58, 38, -10, 42, 19, -2, -22]"
8337,2,0,"[55, 33, 3, 44, 16, -8, -18]"
8338,2,0,"[59, 29, 19, 48, 15, -15, -12]"
8339,2,0,"[65, 22, 27, 55, 14, -20, -5]"
8340,2,0,"[58, 11, 22, 52, 12, -27, 1]"
8341,2,0,"[54, -3, 16, 52, 6, -33, 6]"
8342,2,0,"[97, -30, 26, 89, -3, -35, 9]"
8343,2,0,"[243, -48, 107, 213, -21, -43, 13]"
8344,2,1,"[437, -201, 186, 340, -43, -43, 34]"
8345,0,0,"[113, -12, -76, -83, 7, -3, -3]"
8346,0,0,"[179, -50, -74, -155, 2, 12, 0]"
8347,0,0,"[103, 15, -57, -84, 9, 9, 0]"
8348,0,0,"[60, 21, -40, -40, 2, 17, 3]"
8349,0,0,"[62, -6, -27, -56, -2, 5, 2]"
8350,0,0,"[108, -2, -40, -100, 2, 3, 2]"
8351,0,0,"[107, 13, -52, -93, 3, 1, 0]"
8352,0,0,"[87, 12, -49, -71, 3, 1, 0]"
8353,0,0,"[86, 16, -53, -66, 2, 0, 0]"
8354,0,0,"[85, 5, -47, -71, 0, -1, 0]"
8355,0,0,"[95, 5, -50, -81, 1, 0, 0]"
8356,0,0,"[92, 1, -49, -78, 2, -1, 0]"
8357,0,0,"[91, -4, -48, -77, 2, 0, 0]"
8358,0,0,"[88, -7, -52, -71, 1, 0, 0]"
8359,0,0,"[89, -2, -47, -76, -1, 0, 0]"
8360,0,0,"[94, 0, -45, -82, 0, 0, 0]"
8361,0,0,"[91, 1, -47, -78, 0, 0, 0]"
8362,0,0,"[86, 0, -43, -75, 1, 0, 0]"
8363,0,0,"[87, -2, -45, -75, 2, 0, 0]"
8364,0,0,"[92, -3, -56, -73, 1, 1, 0]"
8365,0,0,"[91, 0, -51, -75, 0, 1, 0]"
8366,0,0,"[90, 0, -49, -75, 0, 1, 0]"
8367,1,0,"[90, 0, -49, -76, 0, 1, 0]"
8368,1,0,"[90, 2, -48, -76, 0, 0, 0]"
8369,1,0,"[90, 1, -48, -76, 0, 0, 0]"
8370,1,0,"[91, 1, -51, -75, 0, 0, 0]"
8371,1,0,"[90, 1, -51, -74, 0, 0, 0]"
8372,1,0,"[89, 2, -50, -74, 0, 0, 0]"
8373,1,0,"[90, 1, -52, -74, 0, 0, 0]"
8374,1,0,"[90, 1, -50, -75, 0, 0, 0]"
8375,1,0,"[89, 0, -50, -74, 0, 0, 0]"
8376,1,0,"[91, 0, -51, -75, 0, 0, 0]"
8377,1,0,"[90, 0, -51, -74, 0, 0, 0]"
8378,1,0,"[90, 1, -48, -76, 0, 0, 0]"
8379,1,0,"[90, 0, -48, -76, 0, 0, 0]"
8380,1,0,"[90, 0, -50, -75, 0, 0, 0]"
8381,1,0,"[89, 0, -50, -74, 0, 0, 0]"
8382,1,0,"[90, 0, -52, -74, 0, 0, 0]"
8383,1,0,"[89, 0, -51, -73, 0, 0, 0]"
8384,1,0,"[92, 1, -51, -76, 0, 0, 0]"
8385,1,0,"[90, 3, -52, -73, 0, 0, 0]"
8386,1,0,"[90, 2, -50, -75, 0, 0, 0]"
8387,1,0,"[90, 0, -50, -75, 0, 0, 0]"
8388,1,0,"[90, 2, -49, -75, 0, 0, 0]"
8389,1,0,"[95, 4, -53, -79, 1, -1, 0]"
8390,1,0,"[100, -2, -59, -81, 0, -1, -1]"
8391,1,0,"[93, -7, -45, -81, 2, 0, 0]"
8392,1,0,"[105, -7, -48, -93, 6, 1, 0]"
8393,1,0,"[142, -3, -78, -119, 4, 1, -2]"
8394,1,0,"[167, -16, -76, -148, -9, 6, -6]"
8395,1,0,"[165, -12, -52, -156, 1, 15, -5]"
8396,1,0,"[185, -15, -77, -168, 7, 21, -4]"
8397,1,0,"[182, -15, -92, -156, -2, 25, -4]"
8398,1,0,"[163, -21, -80, -141, -5, 29, -5]"
8399,1,0,"[132, -22, -67, -112, -2, 34, -5]"
8400,1,0,"[104, -13, -58, -85, -3, 35, -5]"
8401,1,0,"[67, -5, -41, -53, -4, 36, -6]"
8402,1,0,"[43, 2, -32, -29, -7, 34, -4]"
8403,1,0,"[21, 12, -17, -3, -8, 31, -2]"
8404,1,0,"[23, 18, -11, 9, -9, 26, 1]"
8405,1,0,"[34, 25, -11, 20, -11, 22, 6]"
8406,1,0,"[41, 30, -12, 26, -12, 16, 10]"
8407,1,0,"[47, 36, -13, 28, -13, 10, 16]"
8408,1,0,"[49, 38, -15, 27, -12, 3, 18]"
8409,1,0,"[39, 26, -23, 17, -12, 0, 20]"
8410,1,0,"[35, 26, -18, 15, -14, -1, 23]"
8411,1,0,"[23, 14, -11, 14, -12, -2, 26]"
8412,1,0,"[42, 17, -9, 37, -14, -3, 28]"
8413,1,0,"[57, 7, 0, 57, -21, -14, 27]"
8414,1,0,"[145, -7, 61, 131, -35, -24, 34]"
8415,1,0,"[279, 15, 111, 255, -43, -43, 43]"
8416,1,0,"[254, -102, 105, 207, -43, -43, 43]"
8417,1,1,"[913, -105, -473, -774, -27, 43, -43]"
8418,0,0,"[170, -10, -10, -169, 5, 10, -1]"
8419,0,0,"[90, 19, -42, -77, 11, -2, -1]"
8420,0,0,"[84, -7, -50, -67, 3, -5, 0]"
8421,0,0,"[70, -15, -46, -51, 0, -4, 0]"
8422,0,0,"[85, -21, -41, -72, -2, 3, 0]"
8423,0,0,"[96, -11, -28, -91, -1, 5, 1]"
8424,0,0,"[105, -10, -25, -101, 1, 0, 1]"
8425,0,0,"[86, -13, -29, -80, 4, 0, 1]"
8426,0,0,"[86, -19, -42, -73, 2, 0, 0]"
8427,0,0,"[86, -15, -37, -76, 0, 2, 0]"
8428,0,0,"[91, -8, -34, -84, 1, 1, 0]"
8429,0,0,"[92, -9, -35, -85, 2, 0, 0]"
8430,2,0,"[90, -12, -38, -81, 3, 0, 0]"
8431,2,0,"[90, -12, -45, -77, 1, 0, 0]"
8432,2,0,"[89, -13, -42, -77, 0, 0, 0]"
8433,2,0,"[88, -12, -40, -78, 0, 0, 0]"
8434,2,0,"[90, -10, -39, -80, 0, 0, 0]"
8435,2,0,"[89, -11, -38, -80, 0, 0, 0]"
8436,2,0,"[90, -12, -42, -79, 0, 0, 0]"
8437,2,0,"[88, -12, -38, -78, 0, 0, 0]"
8438,2,0,"[89, -13, -37, -80, 1, 0, 0]"
8439,2,0,"[88, -12, -40, -78, 1, 0, 0]"
8440,2,0,"[87, -13, -38, -77, 1, 0, 0]"
8441,2,0,"[88, -11, -39, -78, 1, 0, 0]"
8442,2,0,"[86, -10, -41, -75, 1, 0, 0]"
8443,2,0,"[91, -12, -43, -79, 1, 0, 0]"
8444,2,0,"[89, -11, -45, -76, 1, 0, 0]"
8445,2,0,"[89, -11, -44, -77, 0, 0, 0]"
8446,2,0,"[90, -11, -43, -78, 0, 0, 0]"
8447,2,0,"[89, -10, -41, -78, 0, 0, 0]"
8448,2,0,"[90, -12, -44, -78, 1, 0, 0]"
8449,2,0,"[90, -12, -44, -78, 0, 0, 0]"
8450,2,0,"[87, -11, -41, -76, 0, 0, 0]"
8451,2,0,"[90, -12, -42, -79, 1, 0, 0]"
8452,2,0,"[91, -12, -44, -79, 2, 0, 0]"
8453,2,0,"[88, -11, -42, -77, 2, 0, 0]"
8454,2,0,"[89, -9, -47, -75, 2, 0, 0]"
8455,2,0,"[89, -9, -48, -75, 1, 0, 0]"
8456,2,0,"[92, -9, -49, -77, 1, 0, 0]"
8457,2,0,"[92, -11, -48, -78, 0, 0, 0]"
8458,2,0,"[90, -11, -46, -77, 0, 0, 0]"
8459,2,0,"[87, -12, -40, -76, 2, 0, 0]"
8460,2,0,"[92, -16, -44, -79, 6, 0, 0]"
8461,2,0,"[108, -17, -57, -90, 12, 2, -1]"
8462,2,0,"[157, -5, -104, -117, 22, 11, -8]"
8463,2,0,"[218, 1, -169, -138, 22, 23, -19]"
8464,2,0,"[216, 2, -174, -128, 9, 16, -22]"
8465,2,0,"[160, 27, -137, -78, 12, 25, -26]"
8466,2,0,"[132, 21, -119, -53, 17, 21, -30]"
8467,2,0,"[107, 23, -100, -30, 15, 18, -34]"
8468,2,0,"[63, 24, -57, -10, 12, 13, -32]"
8469,2,0,"[34, 14, -31, 0, 10, 10, -29]"
8470,2,0,"[29, 20, -20, -6, 17, 5, -25]"
8471,2,0,"[38, 21, -32, 0, 15, 0, -21]"
8472,2,0,"[29, 16, -14, 20, 16, -6, -20]"
8473,2,0,"[22, 0, -9, 20, 22, -10, -16]"
8474,2,0,"[31, 5, -2, 31, 20, -13, -13]"
8475,2,0,"[67, -3, 17, 65, 17, -20, -8]"
8476,2,0,"[88, 1, 15, 87, 6, -33, 0]"
8477,2,0,"[116, -8, 29, 112, -26, -43, 0]"
8478,2,0,"[205, -46, 88, 179, -43, -43, 3]"
8479,2,0,"[288, -87, 149, 231, -43, -43, 19]"
8480,2,1,"[1106, -120, -784, 771, -43, -3, -14]"
8481,0,0,"[116, 0, -63, -97, 11, 17, 0]"
8482,0,0,"[99, -14, -58, -79, 3, 1, 3]"
8483,0,0,"[60, -14, -34, -48, 3, 5, 4]"
8484,0,0,"[84, -4, -34, -77, 2, 4, 1]"
8485,0,0,"[104, -1, -51, -91, 4, 8, 0]"
8486,0,0,"[101, 8, -58, -82, 4, 5, 0]"
8487,0,0,"[90, 6, -53, -73, 3, 0, 0]"
8488,0,0,"[84, 2, -52, -66, 1, 0, -1]"
8489,3,0,"[86, -2, -52, -69, 1, 0, -1]"
8490,3,0,"[95, -3, -54, -78, 1, 0, 0]"
8491,3,0,"[92, -3, -51, -77, 1, 0, 0]"
8492,3,0,"[86, -7, -44, -73, 2, 0, 0]"
8493,3,0,"[92, -11, -57, -71, 0, 0, 0]"
8494,3,0,"[89, -9, -49, -74, 0, 0, 0]"
8495,3,0,"[92, -7, -48, -78, 0, 0, 0]"
8496,3,0,"[87, -6, -46, -74, 1, 0, 0]"
8497,3,0,"[93, -5, -57, -73, 0, 0, 0]"
8498,3,0,"[91, -6, -52, -75, 0, 0, 0]"
8499,3,0,"[90, -5, -50, -75, 0, 0, 0]"
8500,3,0,"[91, -5, -53, -74, 0, 0, 0]"
8501,3,0,"[89, -5, -50, -73, 0, 0, 0]"
8502,3,0,"[91, -5, -52, -74, 0, 0, 0]"
8503,3,0,"[89, -4, -52, -72, 0, 1, 0]"
8504,3,0,"[91, -1, -54, -73, 0, 0, 0]"
8505,3,0,"[90, -3, -52, -73, 0, 0, 0]"
8506,3,0,"[89, -4, -51, -73, 0, 0, 0]"
8507,3,0,"[91, -3, -53, -74, 0, 0, 0]"
8508,3,0,"[90, -5, -52, -73, 1, 0, 0]"
8509,3,0,"[90, -6, -53, -72, 1, 0, 0]"
8510,3,0,"[87, -6, -49, -72, 1, 1, 0]"
8511,3,0,"[90, -6, -51, -74, 3, 1, 0]"
8512,3,0,"[89, -7, -49, -74, 5, 2, -1]"
8513,3,0,"[92, -3, -48, -78, 9, 1, -1]"
8514,3,0,"[94, -1, -46, -82, 16, 0, -3]"
8515,3,0,"[94, -5, -50, -79, 23, 0, -5]"
8516,3,0,"[90, -17, -51, -72, 30, -1, -6]"
8517,3,0,"[88, -14, -61, -62, 38, -1, -4]"
8518,3,0,"[97, -15, -72, -64, 43, -3, -3]"
8519,3,0,"[112, -18, -95, -56, 43, 0, -1]"
8520,3,0,"[117, -10, -110, -39, 43, 3, -2]"
8521,3,0,"[114, -10, -111, -26, 43, 9, -6]"
8522,3,0,"[124, 0, -124, -11, 43, 10, -10]"
8523,3,0,"[121, 22, -119, -1, 22, 12, -10]"
8524,3,0,"[111, 24, -108, 10, 9, 6, -7]"
8525,3,0,"[109, 16, -107, 15, 4, 6, -8]"
8526,3,0,"[104, 20, -99, 25, 7, 7, -9]"
8527,3,0,"[94, 16, -90, 20, 7, 6, -7]"
8528,3,0,"[94, 20, -89, 21, 5, 5, -6]"
8529,3,0,"[97, 16, -92, 28, 9, 5, -7]"
8530,3,0,"[101, 13, -95, 31, 21, 7, -13]"
8531,3,0,"[102, 12, -94, 39, 29, 13, -12]"
8532,3,0,"[116, 28, -95, 61, 29, 12, -5]"
8533,3,0,"[123, 21, -100, 69, 30, 10, -2]"
8534,3,0,"[129, 18, -99, 81, 40, 11, -3]"
8535,3,0,"[158, 24, -103, 117, 43, 9, -3]"
8536,3,0,"[198, 29, -112, 161, 32, -3, 0]"
8537,3,0,"[237, 0, -86, 221, 27, -22, -3]"
8538,3,0,"[333, -3, -50, 329, 21, -43, -1]"
8539,3,1,"[382, -25, -2, 381, 11, -43, 11]"
8540,0,0,"[104, 46, -90, 25, -5, -3, 4]"
8541,0,0,"[123, 76, -96, 14, -5, 6, 0]"
8542,0,0,"[107, 57, -88, 23, 1, 2, -4]"
8543,0,0,"[90, 41, -78, 17, 2, 3, -5]"
8544,0,0,"[91, 50, -73, 20, 1, 0, -3]"
8545,0,0,"[102, 55, -83, 20, 1, 2, -1]"
8546,0,0,"[102, 58, -81, 22, 0, 0, 0]"
8547,0,0,"[101, 55, -81, 25, 0, 0, 0]"
8548,0,0,"[107, 55, -88, 26, 0, 0, 0]"
8549,0,0,"[107, 54, -89, 24, 0, 0, -1]"
8550,0,0,"[101, 53, -84, 19, 0, 0, -1]"
8551,0,0,"[103, 54, -85, 22, 0, 0, 0]"
8552,0,0,"[102, 55, -84, 20, 0, 0, 0]"
8553,0,0,"[103, 58, -81, 25, 0, 0, 0]"
8554,0,0,"[96, 52, -78, 20, 1, 0, 0]"
8555,0,0,"[108, 53, -89, 30, 1, 0, 0]"
8556,0,0,"[103, 49, -88, 21, 1, 0, 0]"
8557,0,0,"[101, 50, -85, 24, 0, 1, 0]"
8558,0,0,"[105, 56, -83, 30, 0, 1, 0]"
8559,0,0,"[102, 55, -81, 28, 0, 0, 0]"
8560,0,0,"[103, 55, -83, 27, 0, 0, 0]"
8561,0,0,"[101, 51, -84, 23, 0, 0, 0]"
8562,0,0,"[101, 53, -82, 24, 0, 0, 0]"
8563,0,0,"[101, 53, -82, 27, 0, 0, 0]"
8564,0,0,"[101, 52, -83, 26, 0, 0, 0]"
8565,0,0,"[103, 54, -83, 27, 0, 0, 0]"
8566,0,0,"[101, 55, -81, 25, 0, 0, 0]"
8567,0,0,"[102, 54, -82, 27, 0, 0, 0]"
8568,0,0,"[107, 53, -89, 26, 0, 0, 0]"
8569,0,0,"[104, 53, -86, 25, 0, 0, 0]"
8570,0,0,"[100, 54, -80, 25, 0, 0, 0]"
8571,0,0,"[100, 53, -81, 27, 0, 0, 0]"
8572,0,0,"[104, 53, -85, 28, 0, 0, 0]"
8573,0,0,"[105, 53, -86, 27, 0, 0, 0]"
8574,0,0,"[100, 53, -81, 25, 0, 0, 0]"
8575,0,0,"[101, 54, -82, 25, 0, 0, 0]"
8576,0,0,"[104, 54, -85, 25, 0, 0, 0]"
8577,0,0,"[102, 54, -82, 27, 0, 0, 0]"
8578,0,0,"[101, 54, -81, 26, 0, 0, 0]"
8579,0,0,"[102, 53, -83, 25, 0, 0, 0]"
8580,0,0,"[103, 54, -84, 26, 0, 0, 0]"
8581,0,0,"[102, 54, -83, 26, 0, 0, 0]"
8582,0,0,"[103, 54, -84, 27, 0, 0, 0]"
8583,0,0,"[103, 54, -83, 27, 0, 0, 0]"
8584,0,0,"[101, 54, -81, 27, 0, 0, 0]"
8585,0,0,"[101, 53, -82, 25, 0, 0, 0]"
8586,2,0,"[102, 54, -83, 26, 0, 0, 0]"
8587,2,0,"[103, 55, -82, 28, 0, 0, 0]"
8588,2,0,"[102, 54, -82, 26, 0, 0, 0]"
8589,2,0,"[102, 54, -82, 26, 0, 0, 0]"
8590,2,0,"[102, 54, -82, 26, 0, 0, 0]"
8591,2,0,"[104, 54, -84, 28, 0, 0, 0]"
8592,2,0,"[104, 53, -85, 27, 0, 0, 0]"
8593,2,0,"[103, 54, -83, 27, 0, 0, 0]"
8594,2,0,"[102, 53, -83, 28, 0, 0, 0]"
8595,2,0,"[100, 54, -81, 24, 0, 0, 0]"
8596,2,0,"[102, 54, -82, 27, 0, 0, 0]"
8597,2,0,"[101, 53, -82, 27, 0, 0, 0]"
8598,2,0,"[103, 54, -84, 25, 0, 0, 0]"
8599,2,0,"[99, 52, -80, 25, 0, 0, 0]"
8600,2,0,"[101, 50, -85, 24, 0, 0, 0]"
8601,2,0,"[105, 50, -89, 25, 0, 1, 0]"
8602,2,0,"[110, 48, -97, 19, -1, 2, 1]"
8603,2,0,"[112, 46, -101, 13, -5, 4, 0]"
8604,2,0,"[112, 49, -99, 16, -10, 6, 0]"
8605,2,0,"[107, 51, -92, 18, -13, 5, 0]"
8606,2,0,"[106, 52, -91, 18, -13, 4, 0]"
8607,2,0,"[106, 50, -92, 15, -13, 6, -1]"
8608,2,0,"[106, 51, -92, 13, -17, 8, -1]"
8609,2,0,"[108, 55, -91, 19, -18, 8, -1]"
8610,2,0,"[106, 55, -89, 17, -17, 6, -1]"
8611,2,0,"[104, 51, -90, 11, -16, 5, -2]"
8612,2,0,"[103, 50, -90, 3, -18, 5, -1]"
8613,2,0,"[97, 48, -84, 0, -21, 7, 0]"
8614,2,0,"[91, 49, -77, -2, -22, 10, 1]"
8615,2,0,"[91, 49, -77, -5, -23, 11, 1]"
8616,2,0,"[90, 49, -75, -10, -26, 11, 0]"
8617,2,0,"[91, 48, -76, -16, -29, 13, 1]"
8618,2,0,"[99, 45, -87, -17, -40, 18, 3]"
8619,2,0,"[94, 51, -79, -4, -43, 20, 5]"
8620,2,0,"[91, 62, -67, 0, -42, 17, 5]"
8621,2,0,"[88, 59, -65, -11, -28, 13, 5]"
8622,2,0,"[104, 52, -87, -25, -23, 12, 5]"
8623,2,0,"[103, 56, -83, -24, -33, 15, 5]"
8624,2,0,"[88, 65, -57, -15, -35, 14, 4]"
8625,2,0,"[79, 67, -40, -10, -29, 8, 4]"
