label,thresh,coordinates
0,0,"[93, 53, -39, -66, 0, 0, 0]"
0,0,"[92, 54, -38, -64, 0, 0, 0]"
0,0,"[92, 53, -38, -65, -1, 0, 0]"
0,0,"[93, 57, -37, -64, -1, 0, 0]"
0,0,"[90, 53, -31, -66, -1, 0, 0]"
0,0,"[92, 52, -35, -68, 0, 0, 1]"
0,0,"[93, 51, -37, -68, 0, 0, 1]"
0,0,"[93, 51, -39, -67, 0, 0, 1]"
0,0,"[93, 53, -38, -66, -1, 0, 1]"
0,0,"[92, 51, -37, -67, -1, 0, 1]"
0,0,"[93, 52, -36, -68, 0, 0, 1]"
0,0,"[93, 50, -37, -69, 0, 0, 1]"
0,0,"[92, 50, -39, -67, 0, 0, 0]"
0,0,"[92, 52, -36, -67, 0, 0, 0]"
0,0,"[94, 47, -37, -73, 0, -1, 0]"
0,0,"[92, 49, -37, -68, 0, 0, 0]"
0,0,"[93, 51, -35, -69, 0, 0, 0]"
0,0,"[92, 51, -36, -67, 0, 0, 0]"
0,0,"[91, 46, -37, -69, 0, 1, 0]"
0,0,"[95, 52, -38, -70, 0, 0, 0]"
0,0,"[91, 50, -39, -65, 0, 0, 0]"
0,0,"[93, 51, -38, -68, 0, 0, 0]"
0,0,"[93, 51, -37, -68, -1, 0, 0]"
0,0,"[92, 51, -37, -67, 0, 0, 0]"
0,0,"[92, 51, -36, -67, 0, 0, 0]"
0,0,"[92, 50, -37, -68, 0, 0, 0]"
0,0,"[92, 51, -35, -68, 0, 0, 0]"
0,0,"[92, 50, -38, -67, 0, 0, 0]"
0,0,"[91, 50, -38, -66, 0, 0, 0]"
0,0,"[92, 51, -38, -67, 0, 0, 0]"
0,0,"[92, 51, -37, -67, 0, 0, 0]"
0,0,"[89, 47, -36, -66, 0, 0, 0]"
0,0,"[91, 51, -37, -66, 0, 0, 0]"
0,0,"[93, 52, -37, -67, 0, 0, 0]"
0,0,"[91, 51, -36, -66, 0, 0, 0]"
0,0,"[92, 51, -36, -67, 0, 0, 0]"
0,0,"[92, 50, -39, -67, 0, 0, 0]"
0,0,"[92, 51, -38, -67, 0, 0, 0]"
0,0,"[92, 51, -37, -67, 0, 0, 0]"
