label,thresh,coordinates
0,0,"[85, -2, -35, -77, 1, 0, 0]"
0,0,"[89, -4, -38, -80, 0, -2, 0]"
0,0,"[93, -9, -40, -84, -3, -3, 1]"
0,0,"[91, -18, -31, -84, -3, 0, 0]"
0,0,"[93, -11, -30, -87, 0, 1, 0]"
0,0,"[85, -7, -26, -81, 0, 0, 0]"
0,0,"[88, -13, -30, -82, 0, -1, 0]"
0,0,"[97, -29, -29, -88, 3, 2, -2]"
0,0,"[140, -38, -24, -133, 19, 10, -12]"
0,0,"[195, -42, -74, -175, 31, 23, -26]"
0,0,"[207, -36, -118, -166, 16, 43, -36]"
0,0,"[214, -10, -125, -173, 0, 43, -34]"
0,0,"[164, 80, -41, -137, 0, 39, -29]"
0,0,"[127, 75, 2, -103, -1, 33, -20]"
0,0,"[114, 80, 34, -73, -6, 33, -12]"
0,0,"[108, 83, 53, -45, -8, 31, -5]"
0,0,"[103, 86, 53, -20, -11, 26, 3]"
0,0,"[89, 81, 36, -10, -19, 18, 15]"
0,0,"[80, 74, 31, 3, -27, 13, 24]"
0,0,"[62, 55, 28, 8, -28, 8, 26]"
0,0,"[66, 57, 28, 19, -24, 3, 28]"
0,0,"[45, 44, 8, 7, -16, -4, 30]"
0,0,"[44, 31, -29, -11, -12, -11, 32]"
0,0,"[57, 10, -46, -32, -15, -18, 31]"
0,0,"[101, -20, -71, -69, -21, -25, 28]"
0,0,"[116, -46, -58, -89, -22, -20, 23]"
0,0,"[120, -40, -51, -101, -14, -13, 15]"
0,0,"[127, -44, -51, -108, -9, -9, 11]"
0,0,"[111, -31, -47, -96, -8, -4, 10]"
0,0,"[103, -27, -37, -92, -4, -4, 6]"
0,0,"[87, -19, -34, -78, -1, -3, 4]"
0,0,"[82, -11, -31, -75, 0, -4, 1]"
0,0,"[82, -6, -20, -79, 7, -5, -2]"
0,0,"[116, -19, -40, -107, 23, 1, -5]"
0,0,"[201, 45, -64, -185, 3, 22, -7]"
0,0,"[93, -33, -37, -79, 7, 8, -6]"
0,0,"[75, 64, -35, -18, 0, 7, -5]"
0,0,"[86, 11, -41, -75, -2, -2, -2]"
0,0,"[98, 24, -32, -89, -3, -3, 0]"
0,0,"[96, 36, -20, -87, -1, 0, 0]"
0,0,"[90, 32, -27, -80, 0, 0, 0]"
0,0,"[88, 28, -40, -73, -2, 0, 0]"
0,0,"[98, 32, -38, -84, -3, 0, -1]"
0,0,"[91, 45, -17, -77, -1, 1, -2]"
0,0,"[95, 42, -20, -83, 2, 0, 0]"
0,0,"[93, 28, -39, -80, 1, 0, 0]"
0,0,"[95, 25, -39, -83, -1, 0, 0]"
0,0,"[92, 24, -32, -83, 0, 0, 0]"
0,0,"[87, 28, -24, -79, 0, 0, 0]"
0,0,"[91, 30, -33, -79, 0, 0, 0]"
0,0,"[94, 31, -37, -81, 0, 0, 0]"
0,0,"[92, 26, -34, -81, 0, 0, 0]"
0,0,"[91, 27, -30, -82, 0, 0, -1]"
0,0,"[90, 26, -31, -80, 0, 0, -1]"
0,0,"[86, 27, -27, -77, 0, 0, 0]"
0,0,"[90, 32, -33, -77, 0, 0, 0]"
0,0,"[91, 32, -32, -79, 0, 0, 0]"
0,0,"[89, 31, -31, -78, 0, 0, 0]"
0,0,"[91, 26, -34, -80, 0, 0, 0]"
0,0,"[91, 27, -32, -81, 0, 0, 0]"
0,0,"[90, 28, -31, -80, 0, 0, 0]"
0,0,"[91, 28, -32, -81, 0, 0, 0]"
0,0,"[91, 29, -31, -80, 0, 0, 0]"
0,0,"[91, 28, -31, -81, 0, 0, 0]"
0,0,"[89, 28, -31, -79, 0, 0, 0]"
0,0,"[92, 27, -34, -81, 0, 0, 0]"
0,0,"[91, 27, -32, -81, 0, 0, 0]"
0,0,"[88, 27, -28, -79, 0, 0, 0]"
0,0,"[91, 28, -32, -80, 0, 0, 0]"
0,0,"[92, 28, -33, -81, 0, 0, 0]"
0,0,"[91, 29, -31, -80, 0, 0, 0]"
0,0,"[91, 28, -33, -80, 0, 0, 0]"
0,0,"[90, 28, -30, -80, 0, 0, 0]"
0,0,"[87, 31, -29, -76, 0, 0, 0]"
0,0,"[89, 30, -32, -78, 1, 0, -1]"
0,0,"[89, 28, -37, -76, 2, 0, -1]"
0,0,"[96, 25, -41, -83, 0, 0, -1]"
0,0,"[89, 28, -31, -79, 0, 0, 0]"
0,0,"[89, 28, -31, -79, 0, 0, 0]"
0,0,"[90, 28, -34, -79, 0, 0, 0]"
0,0,"[90, 29, -33, -78, 0, 0, 0]"
0,0,"[91, 28, -32, -80, 0, 0, 0]"
0,0,"[89, 27, -32, -79, 0, 0, 0]"
0,0,"[87, 30, -33, -75, 0, 0, 0]"
0,0,"[90, 26, -33, -80, 0, 0, 0]"
0,0,"[91, 29, -35, -79, 0, 0, 0]"
0,0,"[92, 29, -35, -80, 0, 0, 0]"
0,0,"[91, 27, -33, -80, 0, 0, 0]"
0,0,"[90, 28, -32, -79, 0, 0, 0]"
0,0,"[91, 30, -33, -79, 0, 0, 0]"
0,0,"[90, 29, -33, -79, 0, 0, 0]"
0,0,"[89, 29, -32, -78, 0, 0, 0]"
0,0,"[92, 29, -34, -80, 0, 0, 0]"
