label,thresh,coordinates
0,0,"[90, 19, -61, -64, 0, 0, 0]"
0,0,"[93, 20, -63, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -64, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -64, 0, 0, 0]"
0,0,"[91, 20, -61, -64, 0, 0, 0]"
0,0,"[93, 20, -64, -64, 0, 0, 0]"
0,0,"[91, 20, -61, -64, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[91, 20, -62, -63, 0, 0, 0]"
0,0,"[93, 20, -64, -65, 0, 0, 0]"
0,0,"[91, 21, -62, -63, 0, 0, 0]"
0,0,"[94, 20, -63, -67, 0, 0, 0]"
0,0,"[93, 18, -63, -66, 1, 0, -1]"
0,0,"[91, 20, -62, -64, 0, 0, -1]"
0,0,"[91, 21, -61, -64, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[92, 20, -64, -63, 0, 0, 0]"
0,0,"[91, 20, -61, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -65, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[91, 20, -62, -64, 0, 0, 0]"
0,0,"[91, 21, -61, -64, 0, 0, 0]"
0,0,"[91, 20, -62, -64, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[89, 21, -61, -61, 0, 0, 0]"
0,0,"[89, 21, -60, -63, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[92, 21, -61, -65, 0, 0, 0]"
0,0,"[89, 22, -59, -63, 0, 0, 0]"
0,0,"[92, 19, -64, -63, 0, 0, 0]"
0,0,"[93, 18, -63, -66, 0, 0, 0]"
0,0,"[92, 18, -63, -64, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[92, 20, -63, -64, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[94, 21, -65, -65, 0, 0, 0]"
0,0,"[93, 21, -64, -64, 0, 0, 0]"
0,0,"[92, 21, -61, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -65, 0, 0, 0]"
0,0,"[93, 20, -64, -64, 0, 0, 0]"
0,0,"[90, 19, -62, -63, 0, 0, 0]"
0,0,"[90, 20, -60, -64, 0, 0, 0]"
0,0,"[91, 20, -60, -65, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[92, 20, -62, -65, 0, 0, 0]"
0,0,"[91, 20, -62, -64, 0, 0, 0]"
0,0,"[92, 21, -61, -65, 0, 0, 0]"
0,0,"[91, 20, -61, -65, 0, 0, 0]"
0,0,"[92, 21, -66, -61, 2, 2, -1]"
0,0,"[96, 18, -68, -66, 2, 0, -2]"
0,0,"[92, 19, -65, -62, 0, 0, -3]"
0,0,"[89, 21, -63, -60, 0, -1, -4]"
0,0,"[90, 20, -62, -62, 1, -2, -4]"
0,0,"[97, 27, -61, -71, 4, -1, -3]"
0,0,"[96, 22, -61, -71, 7, 2, -3]"
0,0,"[91, 17, -60, -66, 8, 0, -1]"
0,0,"[96, 22, -68, -64, 6, 3, 0]"
0,0,"[92, 23, -67, -58, 1, 6, 0]"
0,0,"[86, 26, -63, -53, 0, 4, 1]"
0,0,"[88, 24, -67, -52, 0, 1, 3]"
0,0,"[91, 24, -69, -55, -2, 0, 3]"
0,0,"[93, 23, -70, -57, -3, 0, 3]"
0,0,"[83, 13, -55, -61, -3, 3, 2]"
0,0,"[91, 23, -67, -57, -4, 0, 3]"
0,0,"[91, 22, -66, -59, -3, 0, 2]"
0,0,"[92, 23, -67, -59, -2, -1, 1]"
0,0,"[94, 21, -68, -61, -2, 0, 0]"
0,0,"[92, 20, -66, -61, -3, 0, 0]"
0,0,"[90, 23, -56, -66, -2, 0, 1]"
0,0,"[90, 24, -60, -63, 0, 0, 0]"
0,0,"[91, 20, -64, -62, 0, 0, 0]"
0,0,"[91, 25, -64, -60, 0, 0, 0]"
0,0,"[91, 22, -64, -61, -1, -2, 1]"
0,0,"[91, 21, -65, -60, 0, 0, 0]"
0,0,"[93, 21, -64, -64, 0, 0, 0]"
0,0,"[91, 21, -63, -62, 0, 0, 0]"
0,0,"[92, 19, -65, -63, 0, 0, 0]"
0,0,"[92, 21, -62, -64, 0, 0, 0]"
0,0,"[92, 21, -63, -64, 0, 0, 0]"
0,0,"[91, 20, -64, -62, 0, 0, 0]"
0,0,"[92, 21, -64, -62, 0, 0, 0]"
0,0,"[91, 21, -63, -62, 0, 0, 0]"
0,0,"[92, 19, -64, -64, 0, 0, 0]"
0,0,"[91, 21, -62, -63, 0, 0, 0]"
0,0,"[91, 20, -65, -61, 0, -2, 0]"
0,0,"[93, 20, -67, -62, 0, 0, 0]"
0,0,"[91, 19, -64, -62, 0, 0, 0]"
0,0,"[91, 20, -62, -63, 0, 0, 0]"
0,0,"[92, 21, -63, -64, 0, 0, 0]"
0,0,"[92, 21, -64, -62, 0, 0, 0]"
0,0,"[90, 22, -67, -56, 0, -3, 0]"
0,0,"[92, 19, -65, -63, 0, 0, 0]"
0,0,"[94, 20, -67, -63, 0, 0, 0]"
0,0,"[92, 20, -64, -63, 0, 0, 0]"
0,0,"[93, 19, -66, -63, 0, 0, 0]"
0,0,"[93, 20, -65, -63, 0, 0, 0]"
0,0,"[91, 20, -64, -61, 0, 0, 0]"
0,0,"[93, 20, -65, -63, 0, 0, 0]"
0,0,"[93, 19, -66, -62, 0, 0, 0]"
0,0,"[91, 19, -64, -62, 0, 0, 0]"
0,0,"[92, 20, -64, -63, 0, 0, 0]"
0,0,"[93, 20, -66, -63, 0, 0, 0]"
0,0,"[92, 21, -65, -62, 0, 0, 0]"
0,0,"[91, 19, -64, -62, 0, 0, 0]"
0,0,"[91, 20, -65, -61, 0, 0, 0]"
0,0,"[93, 19, -66, -62, 0, 0, 0]"
0,0,"[93, 20, -65, -63, 0, 0, 0]"
0,0,"[92, 20, -64, -63, 0, 0, 0]"
0,0,"[91, 19, -65, -61, 0, 0, 0]"
0,0,"[91, 20, -64, -61, 0, 0, 0]"
0,0,"[92, 18, -66, -62, 0, 0, 0]"
0,0,"[92, 20, -66, -61, 0, 0, 0]"
0,0,"[91, 16, -67, -60, 0, 1, 0]"
0,0,"[91, 18, -62, -64, 0, 0, 0]"
0,0,"[93, 20, -63, -65, 1, 0, 0]"
0,0,"[105, 20, -68, -78, 1, 0, 0]"
0,0,"[91, 17, -61, -65, 3, -1, 1]"
0,0,"[138, 54, -97, -82, 3, 4, 2]"
0,0,"[106, 14, -82, -66, 2, -1, 0]"
0,0,"[123, 19, -90, -81, 2, 0, -4]"
0,0,"[131, 10, -96, -89, -3, 5, -8]"
0,0,"[124, 20, -90, -83, -8, 10, -10]"
0,0,"[108, 2, -76, -77, -7, 9, -11]"
0,0,"[91, -18, -60, -66, 0, 13, -13]"
0,0,"[86, 1, -69, -51, 4, 9, -14]"
0,0,"[80, 7, -67, -44, 7, 8, -15]"
0,0,"[85, 10, -69, -48, 8, 4, -17]"
0,0,"[96, 13, -74, -59, 8, 3, -20]"
