label,thresh,coordinates
0,0,"[95, 14, -38, -86, -1, -1, -3]"
0,0,"[94, 17, -53, -76, -2, -7, -4]"
0,0,"[81, -4, -31, -75, 2, -1, -4]"
0,0,"[93, 3, -25, -90, 6, 1, -5]"
0,0,"[92, 15, -29, -86, 4, 2, -3]"
0,0,"[92, -4, -18, -90, 0, 3, -1]"
0,0,"[89, 14, -25, -84, -1, 5, 0]"
0,0,"[92, 10, -38, -83, -1, 3, 0]"
0,0,"[92, 4, -42, -82, 1, 5, -1]"
0,0,"[99, 6, -53, -83, 1, 7, -5]"
0,0,"[92, 5, -44, -81, 0, 9, -8]"
0,0,"[84, 29, -36, -70, -1, 6, -4]"
0,0,"[84, 13, -34, -76, -2, -8, 2]"
0,0,"[87, 16, -38, -77, -4, -9, 5]"
0,0,"[92, 7, -34, -85, -5, -8, 8]"
0,0,"[99, -4, -28, -95, -2, -8, 7]"
0,0,"[90, 15, -30, -84, -2, 0, 4]"
0,0,"[94, -10, -28, -89, 0, -2, 5]"
0,0,"[81, 4, -26, -77, 1, 0, 5]"
0,0,"[79, 26, -32, -67, 0, 0, 8]"
0,0,"[77, 7, -26, -72, 0, 2, 5]"
0,0,"[78, 3, -21, -75, 1, 2, 6]"
0,0,"[83, 10, -20, -80, 5, 3, 7]"
0,0,"[88, 9, -25, -84, 5, 2, 8]"
0,0,"[98, 7, -37, -90, 0, 3, 8]"
0,0,"[101, 8, -40, -92, -4, 3, 7]"
0,0,"[94, 9, -37, -86, -2, 1, 8]"
0,0,"[96, 5, -43, -86, 0, 2, 7]"
0,0,"[101, 5, -55, -85, 1, 4, 6]"
0,0,"[96, 11, -51, -80, 0, 4, 5]"
0,0,"[91, 11, -47, -77, 0, 1, 4]"
0,0,"[85, 10, -43, -73, 2, 0, 4]"
0,0,"[86, 4, -45, -73, 4, -1, 6]"
0,0,"[94, -7, -53, -77, 3, -2, 6]"
0,0,"[90, -4, -45, -78, 0, 0, 2]"
0,0,"[83, 0, -36, -75, 0, 0, 2]"
0,0,"[83, -1, -36, -75, 4, -1, 4]"
0,0,"[87, -1, -41, -77, 5, -1, 4]"
0,0,"[90, 0, -45, -78, 3, 0, 3]"
0,0,"[91, -1, -46, -79, 2, 0, 3]"
0,0,"[92, -5, -45, -80, 2, 0, 2]"
0,0,"[90, 1, -45, -78, 2, 0, 1]"
0,0,"[92, 2, -48, -79, 2, 0, 2]"
0,0,"[93, 1, -48, -80, 1, 0, 2]"
0,0,"[94, -1, -48, -81, 0, 0, 2]"
0,0,"[92, 0, -44, -81, 0, 1, 1]"
0,0,"[90, 0, -44, -79, 1, 1, 1]"
0,0,"[90, 0, -47, -77, 1, 1, 1]"
0,0,"[90, 2, -49, -76, 0, 2, 2]"
0,0,"[88, 1, -48, -74, 0, 2, 2]"
0,0,"[87, 0, -48, -72, 0, 2, 2]"
0,0,"[90, -1, -52, -73, 0, 2, 2]"
0,0,"[92, -3, -54, -74, 0, 2, 2]"
0,0,"[93, -2, -55, -75, 0, 3, 1]"
0,0,"[90, -3, -52, -74, 0, 2, 1]"
0,0,"[90, -3, -52, -73, 2, 1, 0]"
0,0,"[90, -3, -52, -74, 2, 2, 0]"
0,0,"[89, 0, -51, -73, 1, 2, 0]"
0,0,"[87, 0, -48, -72, 1, 2, 0]"
0,0,"[89, 1, -47, -76, 1, 2, 0]"
0,0,"[92, 2, -49, -78, 1, 2, 0]"
0,0,"[92, 2, -48, -78, 0, 3, 0]"
0,0,"[93, 5, -48, -79, 0, 2, 0]"
0,0,"[92, 5, -47, -79, 0, 2, 1]"
0,0,"[91, 6, -44, -80, 0, 3, 1]"
0,0,"[92, 4, -47, -79, 1, 4, 1]"
0,0,"[93, 9, -49, -78, 0, 3, 1]"
0,0,"[94, 8, -52, -78, 0, 2, 1]"
0,0,"[91, 8, -49, -76, -1, 1, 0]"
0,0,"[91, 5, -51, -75, -2, 2, 0]"
0,0,"[91, 8, -49, -76, -1, 3, 0]"
0,0,"[87, 10, -47, -72, 0, 1, 0]"
0,0,"[86, 10, -49, -70, 0, 0, 0]"
0,0,"[87, 8, -51, -70, -1, 0, 0]"
0,0,"[86, 8, -48, -71, -2, 0, 0]"
0,0,"[89, 8, -50, -73, 0, 0, 0]"
0,0,"[91, 6, -52, -75, 0, -1, 0]"
0,0,"[93, 4, -54, -76, 0, 0, 0]"
0,0,"[92, 5, -51, -77, -1, 0, 0]"
0,0,"[91, 9, -48, -77, 0, 0, 0]"
0,0,"[91, 8, -49, -76, 0, 0, 0]"
