label,thresh,coordinates
0,0,"[89, 37, -37, -72, 0, 0, 0]"
0,0,"[94, 37, -40, -77, 0, 0, 0]"
0,0,"[87, 37, -36, -70, 0, 0, 0]"
0,0,"[86, 31, -35, -72, 0, -1, 0]"
0,0,"[91, 35, -42, -73, 0, 0, 0]"
0,0,"[91, 36, -39, -74, 0, 0, 0]"
0,0,"[97, 44, -44, -75, 0, -1, 0]"
0,0,"[93, 38, -41, -74, 0, 0, 0]"
0,0,"[92, 37, -40, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -73, 0, 0, 0]"
0,0,"[91, 35, -39, -75, 0, 0, 0]"
0,0,"[91, 37, -40, -73, 0, 0, 0]"
0,0,"[90, 38, -38, -72, 0, 0, 0]"
0,0,"[91, 35, -39, -74, 0, 0, 0]"
0,0,"[89, 35, -38, -73, 0, 0, 0]"
0,0,"[91, 39, -39, -73, 0, 0, 0]"
0,0,"[89, 37, -34, -74, 0, 0, 0]"
0,0,"[90, 35, -42, -72, 0, 0, 0]"
0,0,"[92, 37, -41, -74, 0, 0, 0]"
0,0,"[92, 37, -41, -74, -1, 0, 0]"
0,0,"[91, 37, -39, -73, 0, 0, 0]"
0,0,"[91, 38, -38, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -73, 0, 0, 0]"
0,0,"[93, 37, -40, -75, 0, 0, 0]"
0,0,"[90, 36, -39, -73, 0, 0, 0]"
0,0,"[91, 36, -39, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -74, 0, 0, 0]"
0,0,"[91, 37, -42, -72, 0, 0, 0]"
0,0,"[90, 35, -41, -72, 0, 0, 0]"
0,0,"[92, 37, -40, -74, 0, 0, 0]"
0,0,"[90, 36, -38, -73, 0, 0, 0]"
0,0,"[90, 35, -38, -74, 0, 0, 0]"
0,0,"[91, 35, -39, -75, 0, 0, 0]"
0,0,"[91, 37, -38, -74, 0, 0, 0]"
0,0,"[91, 36, -40, -74, 0, 0, 0]"
0,0,"[92, 36, -42, -73, 0, 0, 0]"
0,0,"[91, 35, -41, -73, 0, 0, 0]"
0,0,"[91, 37, -38, -74, 0, 0, 0]"
0,0,"[91, 36, -40, -73, 0, 0, 0]"
0,0,"[91, 36, -38, -74, 0, 0, 0]"
0,0,"[91, 35, -40, -74, 0, 0, 0]"
0,0,"[92, 36, -40, -75, 0, 0, 0]"
0,0,"[91, 36, -40, -74, 0, 0, 0]"
0,0,"[91, 36, -40, -73, 0, 0, 0]"
0,0,"[91, 36, -40, -73, 0, 0, 0]"
0,0,"[91, 36, -42, -72, 0, 0, 0]"
0,0,"[94, 37, -42, -75, 0, 0, 0]"
0,0,"[92, 37, -40, -74, 0, 0, 0]"
0,0,"[91, 35, -39, -74, 0, 0, 0]"
0,0,"[91, 35, -40, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -73, 0, 0, 0]"
0,0,"[92, 37, -41, -73, 0, 0, 0]"
0,0,"[91, 36, -40, -73, 0, 0, 0]"
0,0,"[91, 35, -40, -74, 0, 0, 0]"
0,0,"[91, 36, -38, -75, 0, 0, 0]"
0,0,"[91, 37, -38, -74, 0, 0, 0]"
0,0,"[90, 35, -40, -73, 0, 0, 0]"
0,0,"[90, 35, -40, -73, 0, 0, 0]"
0,0,"[92, 37, -40, -74, 0, 0, 0]"
0,0,"[91, 38, -39, -73, 0, 0, 0]"
0,0,"[93, 36, -40, -76, 0, 0, 0]"
0,0,"[93, 36, -39, -76, 0, 0, 0]"
0,0,"[92, 37, -40, -74, 0, 0, 0]"
0,0,"[90, 35, -41, -72, 0, 0, 0]"
0,0,"[92, 35, -41, -74, 0, 0, 0]"
0,0,"[97, 32, -47, -78, 0, 1, -2]"
0,0,"[91, 35, -42, -73, 0, 0, -3]"
0,0,"[92, 36, -45, -72, 0, 0, -4]"
0,0,"[91, 38, -39, -73, 0, 0, -4]"
0,0,"[91, 40, -36, -73, 0, 0, -3]"
0,0,"[89, 39, -36, -72, 0, 0, -2]"
0,0,"[90, 37, -37, -73, 0, -1, -2]"
0,0,"[91, 37, -38, -74, 0, 0, -1]"
0,0,"[91, 38, -37, -74, 0, 0, 0]"
0,0,"[91, 36, -38, -75, 0, 0, 0]"
0,0,"[91, 36, -39, -74, 0, 0, 0]"
0,0,"[91, 38, -39, -73, 0, 0, 0]"
0,0,"[90, 37, -37, -73, 0, 0, 0]"
0,0,"[92, 32, -38, -77, 0, 0, 0]"
0,0,"[90, 36, -37, -74, 0, 0, 0]"
0,0,"[96, 40, -40, -77, 0, 0, -1]"
0,0,"[91, 37, -39, -73, 0, 0, -1]"
0,0,"[92, 42, -36, -74, 0, 0, -1]"
0,0,"[92, 44, -33, -74, 0, 0, -1]"
0,0,"[91, 42, -35, -73, 0, 0, 0]"
0,0,"[90, 38, -38, -72, 1, 0, 0]"
0,0,"[92, 37, -42, -73, 0, 0, -1]"
0,0,"[91, 36, -40, -74, 0, 0, -1]"
0,0,"[91, 39, -37, -74, 0, 0, 0]"
0,0,"[92, 39, -36, -75, 0, 0, 0]"
0,0,"[91, 37, -38, -74, 0, 0, 0]"
0,0,"[91, 38, -38, -74, 0, 0, 0]"
0,0,"[91, 38, -38, -74, 0, 0, 0]"
0,0,"[92, 38, -39, -74, 0, 0, 0]"
0,0,"[91, 38, -38, -74, 0, 0, 0]"
0,0,"[91, 38, -37, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -74, 0, 0, 0]"
0,0,"[92, 39, -40, -73, 0, 0, 0]"
0,0,"[91, 39, -37, -74, 0, 0, 0]"
0,0,"[92, 38, -39, -74, 0, 0, 0]"
0,0,"[91, 37, -39, -73, 0, 0, 0]"
0,0,"[91, 38, -39, -73, 0, 0, 0]"
0,0,"[91, 38, -37, -74, 0, 0, 0]"
0,0,"[91, 38, -38, -74, 0, 0, 0]"
0,0,"[91, 38, -38, -73, 0, 0, 0]"
0,0,"[91, 39, -37, -74, 0, 0, 0]"
0,0,"[90, 38, -37, -73, 0, 0, 0]"
0,0,"[91, 38, -39, -73, 0, 0, 0]"
