label,thresh,coordinates
0,0,"[94, 13, -59, -72, 0, 1, 0]"
0,0,"[95, 15, -64, -69, -1, 0, 1]"
0,0,"[88, 21, -51, -69, -1, 2, 3]"
0,0,"[89, 18, -55, -67, 0, 1, 2]"
0,0,"[92, 17, -60, -68, 1, 0, 2]"
0,0,"[94, 15, -65, -66, 0, 0, 1]"
0,0,"[93, 19, -61, -67, 0, 0, 1]"
0,0,"[89, 20, -57, -66, 0, 0, 0]"
0,0,"[93, 16, -60, -69, 0, 0, 0]"
0,0,"[91, 18, -57, -68, 0, 0, 0]"
0,0,"[92, 16, -60, -68, 0, 0, 0]"
0,0,"[92, 17, -60, -68, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[91, 18, -57, -68, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[94, 18, -61, -69, 0, 0, 0]"
0,0,"[91, 15, -58, -68, -1, 0, 0]"
0,0,"[90, 17, -56, -68, 0, 0, 0]"
0,0,"[90, 16, -57, -68, 0, 0, 0]"
0,0,"[84, 13, -51, -65, 0, 0, 0]"
0,0,"[89, 16, -56, -67, 0, 0, 0]"
0,0,"[94, 18, -62, -69, 0, 0, 0]"
0,0,"[92, 19, -60, -67, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[90, 18, -58, -66, 0, 0, 0]"
0,0,"[92, 17, -60, -68, 0, 0, 0]"
0,0,"[90, 18, -58, -67, 0, 0, 0]"
0,0,"[91, 17, -59, -67, 0, 0, 0]"
0,0,"[92, 17, -58, -69, 0, 0, 0]"
0,0,"[89, 15, -57, -67, 0, 0, 0]"
0,0,"[91, 18, -59, -67, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[92, 18, -59, -68, 0, 0, 0]"
0,0,"[91, 17, -59, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[91, 19, -59, -67, 0, 0, 0]"
0,0,"[92, 17, -60, -68, 0, 0, 0]"
0,0,"[89, 17, -58, -66, 0, 0, 0]"
0,0,"[92, 17, -57, -70, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[95, 15, -60, -72, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[90, 17, -58, -67, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[92, 17, -59, -69, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[92, 17, -59, -68, 0, 0, 0]"
0,0,"[91, 17, -57, -69, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[90, 17, -57, -67, 0, 0, 0]"
0,0,"[92, 16, -59, -69, 0, 0, 0]"
0,0,"[76, 0, -51, -57, 0, -2, 0]"
0,0,"[90, 20, -55, -69, 0, -1, 0]"
0,0,"[96, 22, -61, -71, 0, 1, 0]"
0,0,"[90, 18, -56, -68, 0, 0, 0]"
0,0,"[90, 17, -59, -66, 0, 0, 0]"
0,0,"[87, 23, -58, -61, 0, -1, 0]"
0,0,"[90, 18, -58, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[92, 16, -60, -68, 0, 0, 0]"
0,0,"[91, 18, -58, -68, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[91, 15, -59, -67, 0, 0, 0]"
0,0,"[85, 14, -57, -61, 0, -1, 0]"
0,0,"[91, 19, -57, -69, 0, 0, 0]"
0,0,"[93, 15, -61, -69, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[89, 17, -58, -66, 0, 0, 0]"
0,0,"[90, 13, -64, -62, 0, -2, 0]"
0,0,"[93, 17, -61, -68, 0, 0, 0]"
0,0,"[90, 17, -57, -68, 0, 0, 0]"
0,0,"[90, 17, -57, -67, 0, 0, 0]"
0,0,"[92, 16, -60, -68, 0, 0, 0]"
0,0,"[92, 17, -61, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[91, 15, -59, -68, 0, 0, 0]"
0,0,"[90, 17, -59, -66, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[91, 15, -60, -67, 0, 0, 0]"
0,0,"[91, 15, -59, -67, 0, 0, 0]"
0,0,"[90, 15, -58, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[93, 16, -60, -69, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[93, 16, -60, -69, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[91, 15, -60, -67, 0, 0, 0]"
0,0,"[89, 16, -57, -67, 0, 0, 0]"
0,0,"[91, 17, -59, -67, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[94, 15, -61, -70, 0, 0, 0]"
0,0,"[91, 16, -60, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[93, 15, -60, -69, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[91, 15, -59, -68, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[90, 15, -60, -66, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[91, 15, -60, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -67, 0, 0, 0]"
0,0,"[92, 16, -58, -69, 0, 0, 0]"
0,0,"[91, 16, -60, -67, 0, 0, 0]"
0,0,"[91, 15, -60, -67, 0, 0, 0]"
0,0,"[92, 15, -60, -68, 0, 0, 0]"
0,0,"[91, 15, -59, -67, 0, 0, 0]"
0,0,"[92, 15, -60, -68, 0, 0, 0]"
0,0,"[92, 15, -60, -68, 0, 0, 0]"
0,0,"[91, 16, -58, -68, 0, 0, 0]"
0,0,"[91, 17, -58, -68, 0, 0, 0]"
0,0,"[91, 15, -59, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[91, 15, -59, -68, 0, 0, 0]"
0,0,"[91, 15, -58, -68, 0, 0, 0]"
0,0,"[92, 16, -59, -69, 0, 0, 0]"
0,0,"[91, 15, -60, -67, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[91, 16, -59, -68, 0, 0, 0]"
0,0,"[90, 16, -58, -67, 0, 0, 0]"
0,0,"[91, 15, -58, -68, 0, 0, 0]"
